Name,Gender,Race/Ethnicity,Count,Rank,Year
GIOVANNA,FEMALE,WHITE NON HISPANIC,10,81,2011
GITTEL,FEMALE,WHITE NON HISPANIC,23,68,2011
GITTY,FEMALE,WHITE NON HISPANIC,82,27,2011
GIULIANA,FEMALE,WHITE NON HISPANIC,41,50,2011
GOLDA,FEMALE,WHITE NON HISPANIC,14,77,2011
GOLDY,FEMALE,WHITE NON HISPANIC,33,58,2011
GRACE,FEMALE,WHITE NON HISPANIC,93,24,2011
GRETA,FEMALE,WHITE NON HISPANIC,12,79,2011
HADASSA,FEMALE,WHITE NON HISPANIC,11,80,2011
HADASSAH,FEMALE,WHITE NON HISPANIC,15,76,2011
HAILEY,FEMALE,WHITE NON HISPANIC,34,57,2011
HANNA,FEMALE,WHITE NON HISPANIC,11,80,2011
HANNAH,FEMALE,WHITE NON HISPANIC,71,31,2011
HARPER,FEMALE,WHITE NON HISPANIC,30,61,2011
HAZEL,FEMALE,WHITE NON HISPANIC,18,73,2011
HENNY,FEMALE,WHITE NON HISPANIC,18,73,2011
HINDY,FEMALE,WHITE NON HISPANIC,37,54,2011
IDY,FEMALE,WHITE NON HISPANIC,10,81,2011
ILANA,FEMALE,WHITE NON HISPANIC,10,81,2011
ISABEL,FEMALE,WHITE NON HISPANIC,34,57,2011
ISABELLA,FEMALE,WHITE NON HISPANIC,160,9,2011
ISABELLE,FEMALE,WHITE NON HISPANIC,25,66,2011
ISLA,FEMALE,WHITE NON HISPANIC,14,77,2011
IVY,FEMALE,WHITE NON HISPANIC,15,76,2011
IZABELLA,FEMALE,WHITE NON HISPANIC,10,81,2011
JACQUELINE,FEMALE,WHITE NON HISPANIC,20,71,2011
JANE,FEMALE,WHITE NON HISPANIC,27,64,2011
JASMINE,FEMALE,WHITE NON HISPANIC,14,77,2011
JENNA,FEMALE,WHITE NON HISPANIC,22,69,2011
JESSICA,FEMALE,WHITE NON HISPANIC,22,69,2011
JORDYN,FEMALE,WHITE NON HISPANIC,11,80,2011
JOSEPHINE,FEMALE,WHITE NON HISPANIC,33,58,2011
JOYCE,FEMALE,WHITE NON HISPANIC,14,77,2011
JULIA,FEMALE,WHITE NON HISPANIC,116,15,2011
JULIANA,FEMALE,WHITE NON HISPANIC,38,53,2011
JULIANNA,FEMALE,WHITE NON HISPANIC,28,63,2011
JULIE,FEMALE,WHITE NON HISPANIC,10,81,2011
JULIET,FEMALE,WHITE NON HISPANIC,36,55,2011
JULIETTE,FEMALE,WHITE NON HISPANIC,23,68,2011
KAITLYN,FEMALE,WHITE NON HISPANIC,17,74,2011
KATE,FEMALE,WHITE NON HISPANIC,17,74,2011
KATHERINE,FEMALE,WHITE NON HISPANIC,44,48,2011
KATHRYN,FEMALE,WHITE NON HISPANIC,12,79,2011
KAYLA,FEMALE,WHITE NON HISPANIC,45,47,2011
KAYLEE,FEMALE,WHITE NON HISPANIC,11,80,2011
KIRA,FEMALE,WHITE NON HISPANIC,11,80,2011
KYLIE,FEMALE,WHITE NON HISPANIC,13,78,2011
LAILA,FEMALE,WHITE NON HISPANIC,23,68,2011
LARA,FEMALE,WHITE NON HISPANIC,13,78,2011
LAURA,FEMALE,WHITE NON HISPANIC,18,73,2011
LAUREN,FEMALE,WHITE NON HISPANIC,26,65,2011
LAYLA,FEMALE,WHITE NON HISPANIC,29,62,2011
LEA,FEMALE,WHITE NON HISPANIC,29,62,2011
LEAH,FEMALE,WHITE NON HISPANIC,183,3,2011
LEILA,FEMALE,WHITE NON HISPANIC,10,81,2011
LENA,FEMALE,WHITE NON HISPANIC,29,62,2011
LEORA,FEMALE,WHITE NON HISPANIC,12,79,2011
LIA,FEMALE,WHITE NON HISPANIC,23,68,2011
LIANA,FEMALE,WHITE NON HISPANIC,17,74,2011
LIBA,FEMALE,WHITE NON HISPANIC,20,71,2011
LIBBY,FEMALE,WHITE NON HISPANIC,23,68,2011
LILA,FEMALE,WHITE NON HISPANIC,34,57,2011
LILAH,FEMALE,WHITE NON HISPANIC,12,79,2011
LILIANA,FEMALE,WHITE NON HISPANIC,29,62,2011
LILLIAN,FEMALE,WHITE NON HISPANIC,47,45,2011
LILLY,FEMALE,WHITE NON HISPANIC,13,78,2011
LILY,FEMALE,WHITE NON HISPANIC,81,28,2011
LINA,FEMALE,WHITE NON HISPANIC,13,78,2011
LOLA,FEMALE,WHITE NON HISPANIC,22,69,2011
LONDON,FEMALE,WHITE NON HISPANIC,10,81,2011
LUCY,FEMALE,WHITE NON HISPANIC,47,45,2011
LYLA,FEMALE,WHITE NON HISPANIC,21,70,2011
MACKENZIE,FEMALE,WHITE NON HISPANIC,18,73,2011
MADELEINE,FEMALE,WHITE NON HISPANIC,24,67,2011
MADELINE,FEMALE,WHITE NON HISPANIC,39,52,2011
MADELYN,FEMALE,WHITE NON HISPANIC,15,76,2011
MADISON,FEMALE,WHITE NON HISPANIC,57,39,2011
MAEVE,FEMALE,WHITE NON HISPANIC,21,70,2011
MAKAYLA,FEMALE,WHITE NON HISPANIC,12,79,2011
MALAK,FEMALE,WHITE NON HISPANIC,15,76,2011
MALKA,FEMALE,WHITE NON HISPANIC,63,36,2011
MALKY,FEMALE,WHITE NON HISPANIC,59,38,2011
MARGARET,FEMALE,WHITE NON HISPANIC,25,66,2011
MARIA,FEMALE,WHITE NON HISPANIC,39,52,2011
MARIAM,FEMALE,WHITE NON HISPANIC,17,74,2011
MARY,FEMALE,WHITE NON HISPANIC,16,75,2011
MATILDA,FEMALE,WHITE NON HISPANIC,14,77,2011
MAYA,FEMALE,WHITE NON HISPANIC,94,23,2011
MELANIE,FEMALE,WHITE NON HISPANIC,12,79,2011
MIA,FEMALE,WHITE NON HISPANIC,116,15,2011
MICHAELA,FEMALE,WHITE NON HISPANIC,15,76,2011
MICHAL,FEMALE,WHITE NON HISPANIC,16,75,2011
MICHELLE,FEMALE,WHITE NON HISPANIC,35,56,2011
MIKAYLA,FEMALE,WHITE NON HISPANIC,12,79,2011
MILA,FEMALE,WHITE NON HISPANIC,31,60,2011
MILENA,FEMALE,WHITE NON HISPANIC,13,78,2011
MINDY,FEMALE,WHITE NON HISPANIC,24,67,2011
MIRI,FEMALE,WHITE NON HISPANIC,10,81,2011
MIRIAM,FEMALE,WHITE NON HISPANIC,131,11,2011
MOLLY,FEMALE,WHITE NON HISPANIC,36,55,2011
MORGAN,FEMALE,WHITE NON HISPANIC,20,71,2011
NAOMI,FEMALE,WHITE NON HISPANIC,46,46,2011
NATALIA,FEMALE,WHITE NON HISPANIC,20,71,2011
NATALIE,FEMALE,WHITE NON HISPANIC,40,51,2011
NECHAMA,FEMALE,WHITE NON HISPANIC,25,66,2011
NICOLE,FEMALE,WHITE NON HISPANIC,45,47,2011
NICOLETTE,FEMALE,WHITE NON HISPANIC,10,81,2011
NINA,FEMALE,WHITE NON HISPANIC,39,52,2011
NOA,FEMALE,WHITE NON HISPANIC,34,57,2011
NORA,FEMALE,WHITE NON HISPANIC,23,68,2011
OLIVIA,FEMALE,WHITE NON HISPANIC,213,2,2011
PAIGE,FEMALE,WHITE NON HISPANIC,13,78,2011
PARKER,FEMALE,WHITE NON HISPANIC,13,78,2011
PEARL,FEMALE,WHITE NON HISPANIC,23,68,2011
PENELOPE,FEMALE,WHITE NON HISPANIC,38,53,2011
PEREL,FEMALE,WHITE NON HISPANIC,15,76,2011
PESSY,FEMALE,WHITE NON HISPANIC,26,65,2011
PHOEBE,FEMALE,WHITE NON HISPANIC,23,68,2011
PIPER,FEMALE,WHITE NON HISPANIC,11,80,2011
QUINN,FEMALE,WHITE NON HISPANIC,10,81,2011
RACHEL,FEMALE,WHITE NON HISPANIC,171,7,2011
RAIZEL,FEMALE,WHITE NON HISPANIC,20,71,2011
RAIZY,FEMALE,WHITE NON HISPANIC,51,42,2011
REBECCA,FEMALE,WHITE NON HISPANIC,54,40,2011
REESE,FEMALE,WHITE NON HISPANIC,13,78,2011
RIFKA,FEMALE,WHITE NON HISPANIC,12,79,2011
RIFKY,FEMALE,WHITE NON HISPANIC,13,78,2011
RILEY,FEMALE,WHITE NON HISPANIC,28,63,2011
RIVKA,FEMALE,WHITE NON HISPANIC,113,16,2011
RIVKY,FEMALE,WHITE NON HISPANIC,43,49,2011
ROCHEL,FEMALE,WHITE NON HISPANIC,22,69,2011
ROIZY,FEMALE,WHITE NON HISPANIC,13,78,2011
ROSE,FEMALE,WHITE NON HISPANIC,35,56,2011
RUBY,FEMALE,WHITE NON HISPANIC,28,63,2011
RUCHY,FEMALE,WHITE NON HISPANIC,12,79,2011
RUTH,FEMALE,WHITE NON HISPANIC,11,80,2011
RYAN,FEMALE,WHITE NON HISPANIC,14,77,2011
SABRINA,FEMALE,WHITE NON HISPANIC,34,57,2011
SADIE,FEMALE,WHITE NON HISPANIC,32,59,2011
SALMA,FEMALE,WHITE NON HISPANIC,17,74,2011
SAMANTHA,FEMALE,WHITE NON HISPANIC,74,29,2011
SARA,FEMALE,WHITE NON HISPANIC,107,18,2011
SARAH,FEMALE,WHITE NON HISPANIC,177,6,2011
SASHA,FEMALE,WHITE NON HISPANIC,16,75,2011
SAVANNAH,FEMALE,WHITE NON HISPANIC,16,75,2011
SCARLETT,FEMALE,WHITE NON HISPANIC,31,60,2011
SERENA,FEMALE,WHITE NON HISPANIC,16,75,2011
SHAINA,FEMALE,WHITE NON HISPANIC,16,75,2011
SHAINDEL,FEMALE,WHITE NON HISPANIC,15,76,2011
SHAINDY,FEMALE,WHITE NON HISPANIC,48,44,2011
SHEVY,FEMALE,WHITE NON HISPANIC,10,81,2011
SHIFRA,FEMALE,WHITE NON HISPANIC,20,71,2011
SHIRA,FEMALE,WHITE NON HISPANIC,22,69,2011
SHOSHANA,FEMALE,WHITE NON HISPANIC,22,69,2011
SIENA,FEMALE,WHITE NON HISPANIC,16,75,2011
SIENNA,FEMALE,WHITE NON HISPANIC,38,53,2011
SIMA,FEMALE,WHITE NON HISPANIC,19,72,2011
SIMI,FEMALE,WHITE NON HISPANIC,10,81,2011
SIMONE,FEMALE,WHITE NON HISPANIC,15,76,2011
SKYLAR,FEMALE,WHITE NON HISPANIC,17,74,2011
SLOANE,FEMALE,WHITE NON HISPANIC,17,74,2011
SOFIA,FEMALE,WHITE NON HISPANIC,122,13,2011
SOPHIA,FEMALE,WHITE NON HISPANIC,180,4,2011
SOPHIE,FEMALE,WHITE NON HISPANIC,65,34,2011
STELLA,FEMALE,WHITE NON HISPANIC,69,32,2011
SUMMER,FEMALE,WHITE NON HISPANIC,16,75,2011
SURI,FEMALE,WHITE NON HISPANIC,14,77,2011
SURY,FEMALE,WHITE NON HISPANIC,20,71,2011
SYDNEY,FEMALE,WHITE NON HISPANIC,35,56,2011
SYLVIA,FEMALE,WHITE NON HISPANIC,11,80,2011
TALIA,FEMALE,WHITE NON HISPANIC,26,65,2011
TAMAR,FEMALE,WHITE NON HISPANIC,11,80,2011
TAYLOR,FEMALE,WHITE NON HISPANIC,25,66,2011
TESSA,FEMALE,WHITE NON HISPANIC,14,77,2011
TOBY,FEMALE,WHITE NON HISPANIC,39,52,2011
TZIPORA,FEMALE,WHITE NON HISPANIC,12,79,2011
TZIPORAH,FEMALE,WHITE NON HISPANIC,10,81,2011
TZIPPY,FEMALE,WHITE NON HISPANIC,10,81,2011
TZIVIA,FEMALE,WHITE NON HISPANIC,14,77,2011
VALENTINA,FEMALE,WHITE NON HISPANIC,31,60,2011
VALERIE,FEMALE,WHITE NON HISPANIC,11,80,2011
VANESSA,FEMALE,WHITE NON HISPANIC,14,77,2011
VERA,FEMALE,WHITE NON HISPANIC,19,72,2011
VERONICA,FEMALE,WHITE NON HISPANIC,22,69,2011
VERONIKA,FEMALE,WHITE NON HISPANIC,11,80,2011
VICTORIA,FEMALE,WHITE NON HISPANIC,84,26,2011
VIOLET,FEMALE,WHITE NON HISPANIC,38,53,2011
VIVIAN,FEMALE,WHITE NON HISPANIC,30,61,2011
VIVIENNE,FEMALE,WHITE NON HISPANIC,21,70,2011
WILLA,FEMALE,WHITE NON HISPANIC,13,78,2011
YACHET,FEMALE,WHITE NON HISPANIC,13,78,2011
YAEL,FEMALE,WHITE NON HISPANIC,21,70,2011
YASMINE,FEMALE,WHITE NON HISPANIC,10,81,2011
YEHUDIS,FEMALE,WHITE NON HISPANIC,23,68,2011
YIDES,FEMALE,WHITE NON HISPANIC,25,66,2011
YITTY,FEMALE,WHITE NON HISPANIC,32,59,2011
YOCHEVED,FEMALE,WHITE NON HISPANIC,20,71,2011
ZISSY,FEMALE,WHITE NON HISPANIC,25,66,2011
SCARLETT,FEMALE,WHITE NON HISPANIC,31,60,2011
ZOEY,FEMALE,WHITE NON HISPANIC,21,70,2011
SERENA,FEMALE,WHITE NON HISPANIC,16,75,2011
SHAINA,FEMALE,WHITE NON HISPANIC,16,75,2011
SHAINDEL,FEMALE,WHITE NON HISPANIC,15,76,2011
SHAINDY,FEMALE,WHITE NON HISPANIC,48,44,2011
SHEVY,FEMALE,WHITE NON HISPANIC,10,81,2011
SHIFRA,FEMALE,WHITE NON HISPANIC,20,71,2011
SHIRA,FEMALE,WHITE NON HISPANIC,22,69,2011
SHOSHANA,FEMALE,WHITE NON HISPANIC,22,69,2011
SIENA,FEMALE,WHITE NON HISPANIC,16,75,2011
SIENNA,FEMALE,WHITE NON HISPANIC,38,53,2011
SIMA,FEMALE,WHITE NON HISPANIC,19,72,2011
SIMI,FEMALE,WHITE NON HISPANIC,10,81,2011
SIMONE,FEMALE,WHITE NON HISPANIC,15,76,2011
AARON,MALE,WHITE NON HISPANIC,67,49,2011
ABRAHAM,MALE,WHITE NON HISPANIC,172,12,2011
ADAM,MALE,WHITE NON HISPANIC,129,21,2011
ADRIAN,MALE,WHITE NON HISPANIC,35,72,2011
AHARON,MALE,WHITE NON HISPANIC,19,88,2011
AHMED,MALE,WHITE NON HISPANIC,26,81,2011
AHRON,MALE,WHITE NON HISPANIC,17,90,2011
AIDAN,MALE,WHITE NON HISPANIC,58,55,2011
AIDEN,MALE,WHITE NON HISPANIC,78,41,2011
AKIVA,MALE,WHITE NON HISPANIC,20,87,2011
ALAN,MALE,WHITE NON HISPANIC,21,86,2011
ALBERT,MALE,WHITE NON HISPANIC,15,92,2011
ALEC,MALE,WHITE NON HISPANIC,11,96,2011
ALEX,MALE,WHITE NON HISPANIC,34,73,2011
ALEXANDER,MALE,WHITE NON HISPANIC,197,8,2011
ALI,MALE,WHITE NON HISPANIC,33,74,2011
ALLEN,MALE,WHITE NON HISPANIC,11,96,2011
AMIR,MALE,WHITE NON HISPANIC,15,92,2011
AMROM,MALE,WHITE NON HISPANIC,13,94,2011
ANDREW,MALE,WHITE NON HISPANIC,133,19,2011
ANGELO,MALE,WHITE NON HISPANIC,16,91,2011
ANTHONY,MALE,WHITE NON HISPANIC,135,18,2011
ANTONIO,MALE,WHITE NON HISPANIC,28,79,2011
ARI,MALE,WHITE NON HISPANIC,30,77,2011
SKYLAR,FEMALE,WHITE NON HISPANIC,17,74,2011
ARON,MALE,WHITE NON HISPANIC,60,54,2011
ARTHUR,MALE,WHITE NON HISPANIC,29,78,2011
ARYEH,MALE,WHITE NON HISPANIC,24,83,2011
ASHER,MALE,WHITE NON HISPANIC,55,57,2011
ASHTON,MALE,WHITE NON HISPANIC,10,97,2011
AUGUST,MALE,WHITE NON HISPANIC,16,91,2011
AUGUSTUS,MALE,WHITE NON HISPANIC,10,97,2011
AUSTIN,MALE,WHITE NON HISPANIC,26,81,2011
AVI,MALE,WHITE NON HISPANIC,12,95,2011
AVRAHAM,MALE,WHITE NON HISPANIC,38,69,2011
AVROHOM,MALE,WHITE NON HISPANIC,27,80,2011
AVRUM,MALE,WHITE NON HISPANIC,11,96,2011
AYDEN,MALE,WHITE NON HISPANIC,10,97,2011
BARUCH,MALE,WHITE NON HISPANIC,21,86,2011
BECKETT,MALE,WHITE NON HISPANIC,12,95,2011
BEN,MALE,WHITE NON HISPANIC,22,85,2011
BENJAMIN,MALE,WHITE NON HISPANIC,230,5,2011
BENNETT,MALE,WHITE NON HISPANIC,10,97,2011
BENZION,MALE,WHITE NON HISPANIC,13,94,2011
BERISH,MALE,WHITE NON HISPANIC,10,97,2011
BINYOMIN,MALE,WHITE NON HISPANIC,14,93,2011
BLAKE,MALE,WHITE NON HISPANIC,14,93,2011
BORUCH,MALE,WHITE NON HISPANIC,16,91,2011
BRADY,MALE,WHITE NON HISPANIC,13,94,2011
BRANDON,MALE,WHITE NON HISPANIC,44,64,2011
BRAYDEN,MALE,WHITE NON HISPANIC,15,92,2011
BRENDAN,MALE,WHITE NON HISPANIC,23,84,2011
BRIAN,MALE,WHITE NON HISPANIC,30,77,2011
BRODY,MALE,WHITE NON HISPANIC,19,88,2011
BRYAN,MALE,WHITE NON HISPANIC,14,93,2011
BRYCE,MALE,WHITE NON HISPANIC,10,97,2011
CADEN,MALE,WHITE NON HISPANIC,10,97,2011
CALEB,MALE,WHITE NON HISPANIC,31,76,2011
CALVIN,MALE,WHITE NON HISPANIC,10,97,2011
SLOANE,FEMALE,WHITE NON HISPANIC,17,74,2011
CARMINE,MALE,WHITE NON HISPANIC,11,96,2011
CARTER,MALE,WHITE NON HISPANIC,19,88,2011
CHAIM,MALE,WHITE NON HISPANIC,147,17,2011
CHARLES,MALE,WHITE NON HISPANIC,129,21,2011
CHARLIE,MALE,WHITE NON HISPANIC,20,87,2011
SOFIA,FEMALE,WHITE NON HISPANIC,122,13,2011
CHESKEL,MALE,WHITE NON HISPANIC,14,93,2011
CHRISTIAN,MALE,WHITE NON HISPANIC,76,43,2011
CHRISTOPHER,MALE,WHITE NON HISPANIC,92,36,2011
COLE,MALE,WHITE NON HISPANIC,37,70,2011
COLIN,MALE,WHITE NON HISPANIC,32,75,2011
CONNOR,MALE,WHITE NON HISPANIC,53,58,2011
CONOR,MALE,WHITE NON HISPANIC,13,94,2011
COOPER,MALE,WHITE NON HISPANIC,30,77,2011
DANIEL,MALE,WHITE NON HISPANIC,210,7,2011
DASHIELL,MALE,WHITE NON HISPANIC,12,95,2011
DAVID,MALE,WHITE NON HISPANIC,258,4,2011
DEAN,MALE,WHITE NON HISPANIC,24,83,2011
DECLAN,MALE,WHITE NON HISPANIC,32,75,2011
DENNIS,MALE,WHITE NON HISPANIC,11,96,2011
DEREK,MALE,WHITE NON HISPANIC,10,97,2011
DEVIN,MALE,WHITE NON HISPANIC,18,89,2011
DOMINIC,MALE,WHITE NON HISPANIC,15,92,2011
DOMINICK,MALE,WHITE NON HISPANIC,21,86,2011
DOV,MALE,WHITE NON HISPANIC,46,62,2011
DOVID,MALE,WHITE NON HISPANIC,40,67,2011
SOPHIA,FEMALE,WHITE NON HISPANIC,180,4,2011
EDWARD,MALE,WHITE NON HISPANIC,41,66,2011
EFRAIM,MALE,WHITE NON HISPANIC,25,82,2011
EITAN,MALE,WHITE NON HISPANIC,14,93,2011
ELI,MALE,WHITE NON HISPANIC,97,32,2011
ELIAS,MALE,WHITE NON HISPANIC,21,86,2011
ELIEZER,MALE,WHITE NON HISPANIC,38,69,2011
ELIJAH,MALE,WHITE NON HISPANIC,35,72,2011
ELIMELECH,MALE,WHITE NON HISPANIC,16,91,2011
ELIYAHU,MALE,WHITE NON HISPANIC,36,71,2011
ELLIOT,MALE,WHITE NON HISPANIC,33,74,2011
ELLIOTT,MALE,WHITE NON HISPANIC,12,95,2011
ELLIS,MALE,WHITE NON HISPANIC,10,97,2011
ERIC,MALE,WHITE NON HISPANIC,27,80,2011
ETHAN,MALE,WHITE NON HISPANIC,118,26,2011
EVAN,MALE,WHITE NON HISPANIC,60,54,2011
EZRA,MALE,WHITE NON HISPANIC,33,74,2011
FELIX,MALE,WHITE NON HISPANIC,23,84,2011
FILIP,MALE,WHITE NON HISPANIC,13,94,2011
FINN,MALE,WHITE NON HISPANIC,23,84,2011
FRANCESCO,MALE,WHITE NON HISPANIC,19,88,2011
FRANK,MALE,WHITE NON HISPANIC,29,78,2011
GABRIEL,MALE,WHITE NON HISPANIC,96,33,2011
GAVIN,MALE,WHITE NON HISPANIC,53,58,2011
GAVRIEL,MALE,WHITE NON HISPANIC,15,92,2011
GEORGE,MALE,WHITE NON HISPANIC,66,50,2011
GIOVANNI,MALE,WHITE NON HISPANIC,35,72,2011
GRAHAM,MALE,WHITE NON HISPANIC,21,86,2011
GRANT,MALE,WHITE NON HISPANIC,14,93,2011
GRAYSON,MALE,WHITE NON HISPANIC,19,88,2011
GREGORY,MALE,WHITE NON HISPANIC,16,91,2011
GREYSON,MALE,WHITE NON HISPANIC,11,96,2011
GRIFFIN,MALE,WHITE NON HISPANIC,21,86,2011
HARRISON,MALE,WHITE NON HISPANIC,40,67,2011
HARRY,MALE,WHITE NON HISPANIC,16,91,2011
HENRY,MALE,WHITE NON HISPANIC,149,16,2011
HERSH,MALE,WHITE NON HISPANIC,14,93,2011
HERSHEL,MALE,WHITE NON HISPANIC,24,83,2011
HERSHY,MALE,WHITE NON HISPANIC,21,86,2011
HUDSON,MALE,WHITE NON HISPANIC,53,58,2011
HUGO,MALE,WHITE NON HISPANIC,11,96,2011
HUNTER,MALE,WHITE NON HISPANIC,29,78,2011
IAN,MALE,WHITE NON HISPANIC,28,79,2011
ILAN,MALE,WHITE NON HISPANIC,17,90,2011
ISAAC,MALE,WHITE NON HISPANIC,92,36,2011
ISAIAH,MALE,WHITE NON HISPANIC,16,91,2011
ISRAEL,MALE,WHITE NON HISPANIC,28,79,2011
IVAN,MALE,WHITE NON HISPANIC,13,94,2011
JACK,MALE,WHITE NON HISPANIC,183,10,2011
JACKSON,MALE,WHITE NON HISPANIC,77,42,2011
SOPHIE,FEMALE,WHITE NON HISPANIC,65,34,2011
JAKE,MALE,WHITE NON HISPANIC,77,42,2011
JAMES,MALE,WHITE NON HISPANIC,172,12,2011
JASON,MALE,WHITE NON HISPANIC,35,72,2011
JASPER,MALE,WHITE NON HISPANIC,20,87,2011
JAYDEN,MALE,WHITE NON HISPANIC,39,68,2011
JESSE,MALE,WHITE NON HISPANIC,12,95,2011
JOEL,MALE,WHITE NON HISPANIC,30,77,2011
JOHN,MALE,WHITE NON HISPANIC,166,14,2011
JONAH,MALE,WHITE NON HISPANIC,52,59,2011
JONATHAN,MALE,WHITE NON HISPANIC,71,46,2011
JORDAN,MALE,WHITE NON HISPANIC,32,75,2011
JOSEPH,MALE,WHITE NON HISPANIC,281,2,2011
JOSHUA,MALE,WHITE NON HISPANIC,89,37,2011
JUDAH,MALE,WHITE NON HISPANIC,34,73,2011
JUDE,MALE,WHITE NON HISPANIC,13,94,2011
JULIAN,MALE,WHITE NON HISPANIC,79,40,2011
JUSTIN,MALE,WHITE NON HISPANIC,46,62,2011
KACPER,MALE,WHITE NON HISPANIC,11,96,2011
KAI,MALE,WHITE NON HISPANIC,15,92,2011
KENNETH,MALE,WHITE NON HISPANIC,10,97,2011
KEVIN,MALE,WHITE NON HISPANIC,29,78,2011
KIERAN,MALE,WHITE NON HISPANIC,13,94,2011
KYLE,MALE,WHITE NON HISPANIC,24,83,2011
LANDON,MALE,WHITE NON HISPANIC,13,94,2011
LAZER,MALE,WHITE NON HISPANIC,20,87,2011
LEO,MALE,WHITE NON HISPANIC,85,39,2011
LEON,MALE,WHITE NON HISPANIC,20,87,2011
LEONARDO,MALE,WHITE NON HISPANIC,29,78,2011
LEV,MALE,WHITE NON HISPANIC,10,97,2011
LEVI,MALE,WHITE NON HISPANIC,40,67,2011
LIAM,MALE,WHITE NON HISPANIC,131,20,2011
LIPA,MALE,WHITE NON HISPANIC,19,88,2011
STELLA,FEMALE,WHITE NON HISPANIC,69,32,2011
LORENZO,MALE,WHITE NON HISPANIC,22,85,2011
LOUIS,MALE,WHITE NON HISPANIC,23,84,2011
LUCA,MALE,WHITE NON HISPANIC,71,46,2011
LUCAS,MALE,WHITE NON HISPANIC,128,22,2011
LUKA,MALE,WHITE NON HISPANIC,21,86,2011
LUKAS,MALE,WHITE NON HISPANIC,16,91,2011
LUKE,MALE,WHITE NON HISPANIC,101,29,2011
MAKSIM,MALE,WHITE NON HISPANIC,11,96,2011
MARC,MALE,WHITE NON HISPANIC,16,91,2011
MARCO,MALE,WHITE NON HISPANIC,16,91,2011
MARCUS,MALE,WHITE NON HISPANIC,14,93,2011
MARK,MALE,WHITE NON HISPANIC,70,47,2011
MARTIN,MALE,WHITE NON HISPANIC,21,86,2011
MASON,MALE,WHITE NON HISPANIC,75,44,2011
MATEO,MALE,WHITE NON HISPANIC,17,90,2011
MATTEO,MALE,WHITE NON HISPANIC,30,77,2011
MATTHEW,MALE,WHITE NON HISPANIC,189,9,2011
MAX,MALE,WHITE NON HISPANIC,95,34,2011
MAXIM,MALE,WHITE NON HISPANIC,27,80,2011
MAXIMILIAN,MALE,WHITE NON HISPANIC,29,78,2011
MAXIMUS,MALE,WHITE NON HISPANIC,14,93,2011
MAXWELL,MALE,WHITE NON HISPANIC,38,69,2011
MAYER,MALE,WHITE NON HISPANIC,24,83,2011
MEILECH,MALE,WHITE NON HISPANIC,11,96,2011
MEIR,MALE,WHITE NON HISPANIC,47,61,2011
MENACHEM,MALE,WHITE NON HISPANIC,103,27,2011
MENASHE,MALE,WHITE NON HISPANIC,11,96,2011
MENDEL,MALE,WHITE NON HISPANIC,36,71,2011
MENDY,MALE,WHITE NON HISPANIC,11,96,2011
MICAH,MALE,WHITE NON HISPANIC,12,95,2011
MICHAEL,MALE,WHITE NON HISPANIC,292,1,2011
MILES,MALE,WHITE NON HISPANIC,46,62,2011
MILO,MALE,WHITE NON HISPANIC,20,87,2011
MOHAMED,MALE,WHITE NON HISPANIC,38,69,2011
MOHAMMED,MALE,WHITE NON HISPANIC,10,97,2011
MOISHE,MALE,WHITE NON HISPANIC,18,89,2011
MORDECHAI,MALE,WHITE NON HISPANIC,76,43,2011
MORRIS,MALE,WHITE NON HISPANIC,11,96,2011
MOSES,MALE,WHITE NON HISPANIC,31,76,2011
MOSHE,MALE,WHITE NON HISPANIC,224,6,2011
NAFTALI,MALE,WHITE NON HISPANIC,18,89,2011
NAFTULI,MALE,WHITE NON HISPANIC,18,89,2011
NATHAN,MALE,WHITE NON HISPANIC,71,46,2011
NATHANIEL,MALE,WHITE NON HISPANIC,46,62,2011
NICHOLAS,MALE,WHITE NON HISPANIC,153,15,2011
NICO,MALE,WHITE NON HISPANIC,13,94,2011
NICOLAS,MALE,WHITE NON HISPANIC,28,79,2011
NIKOLAS,MALE,WHITE NON HISPANIC,10,97,2011
NOAH,MALE,WHITE NON HISPANIC,99,31,2011
NOAM,MALE,WHITE NON HISPANIC,11,96,2011
NOLAN,MALE,WHITE NON HISPANIC,11,96,2011
NOSSON,MALE,WHITE NON HISPANIC,10,97,2011
OLIVER,MALE,WHITE NON HISPANIC,100,30,2011
OMAR,MALE,WHITE NON HISPANIC,33,74,2011
SUMMER,FEMALE,WHITE NON HISPANIC,16,75,2011
OWEN,MALE,WHITE NON HISPANIC,65,51,2011
PARKER,MALE,WHITE NON HISPANIC,16,91,2011
PATRICK,MALE,WHITE NON HISPANIC,56,56,2011
PAUL,MALE,WHITE NON HISPANIC,26,81,2011
PETER,MALE,WHITE NON HISPANIC,52,59,2011
PHILIP,MALE,WHITE NON HISPANIC,26,81,2011
PINCHAS,MALE,WHITE NON HISPANIC,15,92,2011
PINCHUS,MALE,WHITE NON HISPANIC,13,94,2011
QUINN,MALE,WHITE NON HISPANIC,13,94,2011
RAFAEL,MALE,WHITE NON HISPANIC,27,80,2011
RAPHAEL,MALE,WHITE NON HISPANIC,21,86,2011
RAYAN,MALE,WHITE NON HISPANIC,16,91,2011
REED,MALE,WHITE NON HISPANIC,10,97,2011
REID,MALE,WHITE NON HISPANIC,13,94,2011
RICHARD,MALE,WHITE NON HISPANIC,26,81,2011
